ID,Lat,Long,_Declivmean,_IPTmean,_IRTmean,_Rugosmean,_Sombrmean
"267",7671025.421,407968.596,450000,-0.25,3.46410155296326,3,1
"268",7671025.421,407978.559,450000,-0.25,3.46410155296326,3,1
"269",7671025.421,407988.522,411771.474185321,0.087249767340554,3.04671984427193,3,1
"270",7671025.421,407998.486,407492.34375,0.125,3,3,1
"271",7671025.421,408008.449,407479.340892478,0.125,3,3,1
"272",7671015.481,407729.475,256824.530674543,0.486646920995314,2.44189026273758,2,4.84568675334961
"273",7671015.481,407739.439,254558.4375,0.5,2.44948983192444,2,1
"274",7671015.481,407749.402,266219.460405199,0.483085163257628,2.49771659350585,2.06765934696949,1
"275",7671015.481,407759.365,426907.46875,0.25,3.16227769851685,3,1
"276",7671015.481,407769.329,426907.46875,0.25,3.16227769851685,3,1
"277",7671015.481,407779.292,441636.039879907,0.0577131240594556,3.40503741803736,3.17092166750271,1
"278",7671015.481,407789.255,513078.9375,-0.875,4.58257579803467,4,1
"279",7671015.481,407799.219,513078.9375,-0.875,4.58257579803467,4,1
"280",7671015.481,407809.182,513078.9375,-0.635083625947145,4.35200428944139,4,25.4029226179476
"281",7671015.481,407819.145,513078.9375,0,3.74165749549866,4,90
"282",7671015.481,407829.109,513078.9375,0,3.74165749549866,4,90
"283",7671015.481,407839.072,507025.440070426,0.0943636267631199,3.63689275402947,3.62254549294752,108.495270845571
"284",7671015.481,407849.035,497041.25,0.25,3.46410155296326,3,139
"285",7671015.481,407858.999,497041.25,0.25,3.46410155296326,3,139
"286",7671015.481,407868.962,451589.90838333,0.430268993921153,3.53209886838311,3,100.061897313031
"287",7671015.481,407878.925,402492.25,0.625,3.60555124282837,3,58
"288",7671015.481,407888.889,402492.25,0.625,3.60555124282837,3,58
"289",7671015.481,407898.852,550078.915990964,0.625,4.30067300713107,4.1679966206628,24.7120963111102
"290",7671015.481,407908.816,655209.875,0.625,4.79583168029785,5,1
"291",7671015.481,407918.779,655209.875,0.625,4.79583168029785,5,1
"292",7671015.481,407928.742,669840.459404495,-0.4058824500033,5.07095395275708,4.31274503333113,1
"293",7671015.481,407938.706,676498.3125,-0.875,5.1961522102356,4,1
"294",7671015.481,407948.669,676498.3125,-0.875,5.1961522102356,4,1
"295",7671015.481,407958.632,497446.709054413,-0.380924565537361,3.82693032063059,3.20947930485978,1
"296",7671015.481,407968.596,450000,-0.25,3.46410155296326,3,1
"297",7671015.481,407978.559,450000,-0.25,3.46410155296326,3,1
"298",7671015.481,407988.522,412007.146199854,0.0851706829297269,3.04929292774875,3,1
"299",7671015.481,407998.486,407492.34375,0.125,3,3,1
"300",7671015.481,408008.449,407492.34375,0.125,3,3,1
"301",7671005.540,407729.475,263645.594325255,0.440740319056954,2.4689173232742,2.05039964622564,5.35518682058492
"302",7671005.540,407739.439,261959.661987397,0.449119176798279,2.48150172967598,2.05814951223054,1
"303",7671005.540,407749.402,272964.81146481,0.428691291778869,2.52948790927756,2.12585801784677,1.09883705581076
"304",7671005.540,407759.365,428508.161539737,0.189348087229717,3.21154131404537,3.06931647173747,2.73291179343665
"305",7671005.540,407769.329,428637.095667378,0.184462639183151,3.21550944667727,3.07489984093354,2.87249602333855
"306",7671005.540,407779.292,442862.292445424,0.0205019470662003,3.43342777471968,3.23237410071942,3.26860933271731
"307",7671005.540,407789.255,514086.508139368,-0.778174068867196,4.51020006679052,4,4.78696975097189
"308",7671005.540,407799.219,514151.799334941,-0.771899689127379,4.50551007500361,4,5.03236771412919
"309",7671005.540,407809.182,510986.679661202,-0.563603916676567,4.27755595060354,3.97358520454635,27.1774847200771
"310",7671005.540,407819.145,501710.717408702,-0.0128498967058063,3.6654157178327,3.89720082635355,86.7104264433136
"311",7671005.540,407829.109,501093.871307126,-0.0135471394249809,3.66127879552184,3.89162288460015,86.5319323072049
"312",7671005.540,407839.072,487799.354519639,0.0840780537386724,3.52302353012675,3.51412768709863,104.320550983097
"313",7671005.540,407849.035,465054.564632726,0.25,3.28908542691237,2.88046175779497,134.457546796209
"314",7671005.540,407858.999,463567.24805702,0.25,3.2809475288369,2.87490346980668,134.246331852654
"315",7671005.540,407868.962,430126.187377482,0.451618066372733,3.43994532563975,2.86930723130132,94.3578424901655
"316",7671005.540,407878.925,394346.534003756,0.676095974496565,3.62409652713574,2.86374406800916,50.2334118765222
"317",7671005.540,407888.889,394013.057673728,0.678187785463474,3.62485574994108,2.85816590543074,49.915456609552
"318",7671005.540,407898.852,551006.348021498,0.616077498300476,4.32843006863428,4.09508095014949,21.505448377367
"319",7671005.540,407908.816,665978.392651412,0.567633838700522,4.84221227481233,5,1
